what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.navigate.backwardHistory",1415041873490
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1415041877726
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1415041880637
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415041881150
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415041892735
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415041913457
activated,view,com.android.ide.eclipse.ddms,23.0.2.1259578,"com.android.ide.eclipse.ddms.views.LogCatView",1415041913575
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1415041932261
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1415041933407
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1415041933596
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415041937722
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415041942417
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415041945690
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415041965170
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415041965892
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415041966916
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1415041968978
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415041970676
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415041973258
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415041980968
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415041983166
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415041985831
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415041989466
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415042006161
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415042011345
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415042011920
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1415042011970
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1415042012075
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415042016627
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415042016870
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415042045708
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1415042050149
activated,editor,com.android.ide.eclipse.adt,23.0.2.1259578,"com.android.ide.eclipse.editors.CommonXmlEditor",1415042052979
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415042055898
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1415042055969
