what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415043879065
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415043890191
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415043896869
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415043915587
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1415043921215
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1415043926004
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415043927012
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415043929372
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415043930166
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1415043932813
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1415043934913
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415043936129
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415043936352
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415043937129
activated,editor,com.android.ide.eclipse.adt,23.0.2.1259578,"com.android.ide.eclipse.editors.CommonXmlEditor",1415043939193
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415043948221
activated,editor,com.android.ide.eclipse.adt,23.0.2.1259578,"com.android.ide.eclipse.editors.CommonXmlEditor",1415043956443
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1415043959254
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1415043965816
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415043968415
activated,editor,com.android.ide.eclipse.adt,23.0.2.1259578,"com.android.ide.eclipse.editors.CommonXmlEditor",1415043973591
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415043981995
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415043982824
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415043983462
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415044006778
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1415044008254
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1415044012780
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415044014226
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1415044017495
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415044019531
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415044019635
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1415044021134
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415044022451
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1415044026008
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1415044026515
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415044027601
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415044039148
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415044041840
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415044058640
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415044061708
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415044065848
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1415044069056
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1415044071035
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415044072409
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415044073196
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415044092433
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415044097313
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415044116732
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1415044133327
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1415044136188
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1415044138914
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415044139539
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415044142506
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415044156727
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1415044163433
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415044171649
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415044174456
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1415044175295
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1415044184409
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415044188367
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1415044197703
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415044199490
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1415044202686
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415044204914
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415044205054
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415044206501
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.findNext",1415044217468
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.findNext",1415044218115
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.findNext",1415044218315
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415044218988
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1415044219031
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415044220036
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.textStart",1415044220693
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415044221221
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1415044221267
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415044222621
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415044224966
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415044230664
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415044233481
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415044233624
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415044234708
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415044237345
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415044237819
activated,editor,com.android.ide.eclipse.adt,23.0.2.1259578,"com.android.ide.eclipse.editors.CommonXmlEditor",1415044248357
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1415044251133
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415044252716
activated,view,com.android.ide.eclipse.ddms,23.0.2.1259578,"com.android.ide.eclipse.ddms.views.LogCatView",1415044255349
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415044258397
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1415044258441
