what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1415035503409
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415035506709
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415035508765
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415035534109
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415035583729
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415035585897
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415035587509
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415035587782
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415035626259
activated,editor,com.android.ide.eclipse.adt,23.0.2.1259578,"com.android.ide.eclipse.editors.CommonXmlEditor",1415035626808
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415035627257
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415035656506
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.navigate.openResource",1415035656530
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1415035657740
opened,editor,com.android.ide.eclipse.adt,23.0.2.1259578,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1415035658482
activated,editor,com.android.ide.eclipse.adt,23.0.2.1259578,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1415035658666
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1415035659476
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1415035659490
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1415035659511
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1415035659531
started,bundle,org.eclipse.jem.workbench,2.0.400.v201104251400,"org.eclipse.jem.workbench",1415035659544
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415035664511
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415035665999
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415035669651
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415035672564
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415035674057
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415035680797
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415035684704
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415035686600
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415035687322
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415035689146
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1415035698728
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1415035700298
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1415035701476
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415035702688
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415035710069
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1415035711704
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415035712009
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415035714271
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415035716980
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.navigate.openResource",1415035716997
activated,editor,com.android.ide.eclipse.adt,23.0.2.1259578,"com.android.ide.eclipse.editors.CommonXmlEditor",1415035719941
activated,editor,com.android.ide.eclipse.adt,23.0.2.1259578,"com.android.ide.eclipse.editors.CommonXmlEditor",1415035720996
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415035721637
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415035865351
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1415035867341
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1415035872394
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415035879289
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415035884598
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415035887413
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415035890770
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1415035894105
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1415035894655
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1415035894880
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415035895288
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415035895344
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415035898922
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1415035899298
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1415036125290
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415036125682
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1415036125808
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1415036125993
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1415036127200
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1415036127677
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1415036128047
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1415036129405
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1415036129490
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1415036129539
started,bundle,org.codehaus.groovy.eclipse.refactoring,2.9.0.xx-201407151439-e37-RELEASE,"org.codehaus.groovy.eclipse.refactoring",1415036129598
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415036129645
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415036134302
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1415036141608
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415036142854
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415036143124
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415036147019
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1415036147820
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1415036147928
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415036148527
started,bundle,org.codehaus.groovy.eclipse.ui,2.9.0.xx-201407151439-e37-RELEASE,"org.codehaus.groovy.eclipse.ui",1415036150015
started,bundle,org.codehaus.groovy.eclipse.quickfix,2.9.0.xx-201407151439-e37-RELEASE,"org.codehaus.groovy.eclipse.quickfix",1415036150290
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415036151115
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415036151285
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415036151812
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415036152282
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415036152954
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415036157819
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415036162754
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1415036164255
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415036164679
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1415036167841
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415036168233
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415036189848
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415036514313
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415036514422
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415037409101
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415037411668
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415037412415
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415037417430
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415037618304
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1415037619500
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1415037632043
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1415037632045
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1415037632056
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1415037632056
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415037633613
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externaltools",1415037637753
started,bundle,org.eclipse.core.externaltools,1.0.100.v20110506,"org.eclipse.core.externaltools",1415037637871
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415037642138
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1415037642169
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110518-0800,"org.eclipse.jdt.junit.core",1415037649229
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415037652420
started,bundle,org.eclipse.wst.validation.ui,1.2.300.v201201050300,"org.eclipse.wst.validation.ui",1415037668320
started,bundle,org.eclipse.wst.wsi.ui,1.0.502.v201104071820,"org.eclipse.wst.wsi.ui",1415037668338
started,bundle,org.eclipse.wst.common.project.facet.ui,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.ui",1415037672991
started,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20110305-1450,"org.eclipse.jdt.apt.ui",1415037676204
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415037679969
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1415037680041
activated,editor,com.android.ide.eclipse.adt,23.0.2.1259578,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1415037684556
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1415037687412
closed,editor,com.android.ide.eclipse.adt,23.0.2.1259578,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1415037687412
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1415037688131
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415037691461
started,bundle,org.eclipse.pde.core,3.7.1.v20110822-2108,"org.eclipse.pde.core",1415037700946
started,bundle,com.objectaid.uml.cls.java,1.1.5,"com.objectaid.uml.cls.java",1415037700950
started,bundle,com.objectaid.uml.java,1.1.5,"com.objectaid.uml.java",1415037700952
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.1.v201201112313,"org.eclipse.wst.jsdt.debug.rhino.ui",1415037700989
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415037701616
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1415037701625
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415037705906
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415037707132
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1415037707153
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415037712318
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415037716478
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.move.element",1415037716495
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415037719973
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1415037728321
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415037731402
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1415037731415
opened,editor,com.android.ide.eclipse.adt,23.0.2.1259578,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1415037737279
activated,editor,com.android.ide.eclipse.adt,23.0.2.1259578,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1415037737487
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1415037744183
closed,editor,com.android.ide.eclipse.adt,23.0.2.1259578,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1415037744184
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415037747391
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415037750255
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415037750594
