what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1415042884976
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Resume",1415042887817
opened,editor,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1415042888433
activated,editor,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1415042888482
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1415042892040
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Resume",1415042892155
activated,editor,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1415042893761
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1415042894028
closed,editor,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1415042894028
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1415042895034
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415042896986
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415042899004
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1415042899040
activated,editor,com.android.ide.eclipse.adt,23.0.2.1259578,"com.android.ide.eclipse.editors.CommonXmlEditor",1415042900358
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1415042901557
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1415042904216
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415042907902
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415042911032
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415042913166
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415042918709
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415042920933
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415042924191
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1415042926933
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1415042927451
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1415042928122
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1415042928449
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415042929016
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415042931262
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415042932369
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1415042979768
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415042993744
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1415042993871
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1415042999447
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1415043004138
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415043004597
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1415043005354
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1415043005996
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415043011237
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1415043018332
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1415043019365
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415043020010
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415043025199
